ds,yhat,TID
2022-12-17,42265.33171849312,622445
2022-12-18,40794.01131732092,622445
2022-12-19,43402.818522324356,622445
2022-12-20,42140.080329746386,622445
2022-12-21,46607.93884246544,622445
2022-12-22,42489.902996729405,622445
2022-12-23,45925.13801333396,622445
2022-12-24,42315.45675683562,622445
2022-12-25,40844.136355673196,622445
2022-12-26,43452.94356065671,622445
2022-12-27,42190.20536808629,622445
2022-12-28,46658.063880805465,622445
2022-12-29,42540.028035071715,622445
2022-12-30,45975.26305165967,622445
2022-12-01,43532.676361615566,622449
2022-12-02,52509.84911641659,622449
2022-12-03,42961.76348324469,622449
2022-12-04,34064.81482308819,622449
2022-12-05,34828.97493838311,622449
2022-12-06,43561.671042594215,622449
2022-12-07,42328.13875537424,622449
2022-12-08,42636.894758108436,622449
2022-12-09,51614.067512900234,622449
2022-12-10,42065.9818797248,622449
2022-12-11,33169.03321957816,622449
2022-12-12,33933.19333487245,622449
2022-12-13,42665.8894390835,622449
2022-12-14,41432.357151853605,622449
2022-12-15,41741.11315456487,622449
2022-12-16,50718.285909392434,622449
2022-12-17,41170.20027620405,622449
2022-12-18,32273.25161605669,622449
2022-12-19,33037.41173138072,622449
2022-12-20,41770.10783556081,622449
2022-12-21,40536.57554834392,622449
2022-12-22,40845.331551066134,622449
2022-12-23,49822.504305880444,622449
2022-12-24,40274.41867268415,622449
2022-12-25,31377.47001254665,622449
2022-12-26,32141.630127870078,622449
2022-12-27,40874.326232050094,622449
2022-12-28,39640.793944823294,622449
2022-12-29,39949.549947559004,622449
2022-12-30,48926.72270237682,622449
2022-12-01,45561.766478453676,622450
2022-12-02,51578.87302700498,622450
2022-12-03,43016.349145817345,622450
2022-12-04,39836.38930293493,622450
2022-12-05,42132.79128601987,622450
2022-12-06,46567.82345548208,622450
2022-12-07,44718.87620660041,622450
2022-12-08,46349.760929521544,622450
2022-12-09,52366.8674780739,622450
2022-12-10,43804.34359687614,622450
2022-12-11,40624.38375400362,622450
2022-12-12,42920.78573708356,622450
2022-12-13,47355.817906544675,622450
2022-12-14,45506.87065765759,622450
2022-12-15,47137.755380558636,622450
2022-12-16,53154.86192913953,622450
2022-12-17,44592.33804793442,622450
2022-12-18,41412.37820506271,622450
2022-12-19,43708.78018816353,622450
2022-12-20,48143.81235761006,622450
2022-12-21,46294.86510872439,622450
2022-12-22,47925.74983163399,622450
2022-12-23,53942.85638020129,622450
2022-12-24,45380.332498993215,622450
2022-12-25,42200.372656131396,622450
2022-12-26,44496.77463922723,622450
2022-12-27,48931.806808672656,622450
2022-12-28,47082.859559781566,622450
2022-12-29,48713.74428270185,622450
2022-12-30,54730.85083127078,622450
2022-12-01,36509.90405557329,622454
2022-12-02,36496.633547691374,622454
2022-12-03,43100.59161915621,622454
2022-12-04,37687.74492110367,622454
2022-12-05,35521.582222889076,622454
2022-12-06,46100.80158563954,622454
2022-12-07,43498.97626210162,622454
2022-12-08,36169.35611060322,622454
2022-12-09,36156.085602702304,622454
2022-12-10,42760.043674189394,622454
2022-12-11,37347.19697612717,622454
2022-12-12,35181.03427793344,622454
2022-12-13,45760.25364068084,622454
2022-12-14,43158.42831713075,622454
2022-12-15,35828.80816565368,622454
2022-12-16,35815.53765774404,622454
2022-12-17,42419.49572923021,622454
2022-12-18,37006.649031166504,622454
2022-12-19,34840.48633296451,622454
2022-12-20,45419.70569569155,622454
2022-12-21,42817.88037215922,622454
2022-12-22,35488.26022068647,622454
2022-12-23,35474.98971277996,622454
2022-12-24,42078.9477842634,622454
2022-12-25,36666.10108619001,622454
2022-12-26,34499.93838800887,622454
2022-12-27,45079.15775073285,622454
2022-12-28,42477.332427188354,622454
2022-12-29,35147.71227571638,622454
2022-12-30,35134.441767827535,622454
2022-12-01,32802.848979632094,622457
2022-12-02,29102.095534560427,622457
2022-12-03,29033.37120138079,622457
2022-12-04,28207.05779560627,622457
2022-12-05,26585.693807473443,622457
2022-12-06,26844.79408388267,622457
2022-12-07,30722.10017393188,622457
2022-12-08,31972.03297930592,622457
2022-12-09,28271.279534243182,622457
2022-12-10,28202.55520105585,622457
2022-12-11,27376.24179527875,622457
2022-12-12,25754.87780714906,622457
2022-12-13,26013.978083560527,622457
2022-12-14,29891.28417361148,622457
2022-12-15,31141.216978989516,622457
2022-12-16,27440.46353391603,622457
2022-12-17,27371.73920073155,622457
2022-12-18,26545.425794954972,622457
2022-12-19,24924.061806819213,622457
2022-12-20,25183.162083225427,622457
2022-12-21,29060.46817328832,622457
2022-12-22,30310.400978661408,622457
2022-12-23,26609.64753358959,622457
2022-12-24,26540.92320040661,622457
2022-12-25,25714.60979462745,622457
2022-12-26,24093.24580649483,622457
2022-12-27,24352.346082903285,622457
2022-12-28,28229.65217296792,622457
2022-12-29,29479.58497833523,622457
2022-12-30,25778.83153326172,622457
2022-12-01,34045.18462653721,622458
2022-12-02,38172.09312863787,622458
2022-12-03,34503.544169115405,622458
2022-12-04,30788.942722796484,622458
2022-12-05,24120.04849524026,622458
2022-12-06,39849.88616030966,622458
2022-12-07,34812.69980300511,622458
2022-12-08,33721.640236507206,622458
2022-12-09,37848.54873860306,622458
2022-12-10,34179.999779081605,622458
2022-12-11,30465.39833275875,622458
2022-12-12,23796.504105220734,622458
2022-12-13,39526.3417702874,622458
2022-12-14,34489.155412961205,622458
2022-12-15,33398.09584645155,622458
2022-12-16,37525.00434858788,622458
2022-12-17,33856.455389067174,622458
2022-12-18,30141.8539427414,622458
2022-12-19,23472.959715203215,622458
2022-12-20,39202.79738023844,622458
2022-12-21,34165.61102293791,622458
2022-12-22,33074.5514564467,622458
2022-12-23,37201.45995854799,622458
2022-12-24,33532.91099903338,622458
2022-12-25,29818.309552703668,622458
2022-12-26,23149.415325183687,622458
2022-12-27,38879.252990216184,622458
2022-12-28,33842.066632894006,622458
2022-12-29,32751.007066416692,622458
2022-12-30,36877.915568557524,622458
2022-12-01,38085.750932689174,622459
2022-12-02,31160.131165221952,622459
2022-12-03,45652.70290537573,622459
2022-12-04,40263.48529977386,622459
2022-12-05,36883.73616524413,622459
2022-12-06,34447.060478799554,622459
2022-12-07,38428.338910169565,622459
2022-12-08,38452.66101548054,622459
2022-12-09,31527.041247996305,622459
2022-12-10,46019.61298817205,622459
2022-12-11,40630.39538255077,622459
2022-12-12,37250.64624804699,622459
2022-12-13,34813.97056160038,622459
2022-12-14,38795.24899297995,622459
2022-12-15,38819.5710983124,622459
2022-12-16,31893.951330789143,622459
2022-12-17,46386.523070970805,622459
2022-12-18,40997.30546535357,622459
2022-12-19,37617.55633080809,622459
2022-12-20,35180.88064438038,622459
2022-12-21,39162.15907576674,622459
2022-12-22,39186.48118108594,622459
2022-12-23,32260.861413590515,622459
2022-12-24,46753.43315376712,622459
2022-12-25,41364.21554813048,622459
2022-12-26,37984.46641361095,622459
2022-12-27,35547.7907271812,622459
2022-12-28,39529.06915857713,622459
2022-12-29,39553.39126387731,622459
2022-12-30,32627.77149637482,622459
2022-12-01,50607.74359095309,622460
2022-12-02,52181.71208396196,622460
2022-12-03,46420.54543845953,622460
2022-12-04,47279.68627916767,622460
2022-12-05,46448.485197611444,622460
2022-12-06,52045.18429310308,622460
2022-12-07,47332.67718284177,622460
2022-12-08,49757.73319411305,622460
2022-12-09,51331.70168713042,622460
2022-12-10,45570.53504161501,622460
2022-12-11,46429.67588232559,622460
2022-12-12,45598.474800774966,622460
2022-12-13,51195.17389626225,622460
2022-12-14,46482.666785992806,622460
2022-12-15,48907.72279724747,622460
2022-12-16,50481.69129029436,622460
2022-12-17,44720.52464478157,622460
2022-12-18,45579.66548549447,622460
2022-12-19,44748.46440394085,622460
2022-12-20,50345.1634994245,622460
2022-12-21,45632.65638915639,622460
2022-12-22,48057.71240042244,622460
2022-12-23,49631.68089344383,622460
2022-12-24,43870.51424793706,622460
2022-12-25,44729.65508865239,622460
2022-12-26,43898.454007104374,622460
2022-12-27,49495.15310258367,622460
2022-12-28,44782.64599230742,622460
2022-12-29,47207.702003582395,622460
2022-12-30,48781.670496622224,622460
2022-12-01,51909.149016742114,622463
2022-12-02,62782.43852197715,622463
2022-12-03,55137.53675741504,622463
2022-12-04,44240.355546203784,622463
2022-12-05,34625.72822505388,622463
2022-12-06,44872.328121168546,622463
2022-12-07,33289.579318108226,622463
2022-12-08,50472.752346636895,622463
2022-12-09,61346.041851854156,622463
2022-12-10,53701.14008728386,622463
2022-12-11,42803.958876065546,622463
2022-12-12,33189.331554954675,622463
2022-12-13,43435.93145105454,622463
2022-12-14,31853.18264798449,622463
2022-12-15,49036.35567643176,622463
2022-12-16,59909.645181754895,622463
2022-12-17,52264.74341718615,622463
2022-12-18,41367.56220597851,622463
2022-12-19,31752.93488483014,622463
2022-12-20,41999.5347809511,622463
2022-12-21,30416.785977878433,622463
2022-12-22,47599.959006355624,622463
2022-12-23,58473.24851162096,622463
2022-12-24,50828.34674705498,622463
2022-12-25,39931.16553584028,622463
2022-12-26,30316.538214730932,622463
2022-12-27,40563.138110837084,622463
2022-12-28,28980.38930775469,622463
2022-12-29,46163.562336250405,622463
2022-12-30,57036.85184155642,622463
2022-12-01,32206.908076758187,622464
2022-12-02,33381.86995563502,622464
2022-12-03,30841.234303641926,622464
2022-12-04,29011.401797519455,622464
2022-12-05,24439.827787473358,622464
2022-12-06,27315.159154800676,622464
2022-12-07,28688.860142131187,622464
2022-12-08,32507.813593650066,622464
2022-12-09,33682.77547252944,622464
2022-12-10,31142.139820530396,622464
2022-12-11,29312.307314406236,622464
2022-12-12,24740.73330436458,622464
2022-12-13,27616.06467169357,622464
2022-12-14,28989.765659020755,622464
2022-12-15,32808.71911052519,622464
2022-12-16,33983.68098942313,622464
2022-12-17,31443.045337425043,622464
2022-12-18,29613.212831299752,622464
2022-12-19,25041.63882125606,622464
2022-12-20,27916.970188577307,622464
2022-12-21,29290.671175916665,622464
2022-12-22,33109.62462742491,622464
2022-12-23,34284.58650630903,622464
2022-12-24,31743.950854313513,622464
2022-12-25,29914.118348186534,622464
2022-12-26,25342.544338147287,622464
2022-12-27,28217.8757054702,622464
2022-12-28,29591.57669280623,622464
2022-12-29,33410.5301443168,622464
2022-12-30,34585.4920232105,622464
2022-12-01,62935.97595749261,622465
2022-12-02,57035.72755691714,622465
2022-12-03,56200.81434638963,622465
2022-12-04,48641.73962730305,622465
2022-12-05,54662.31336361189,622465
2022-12-06,58323.26105991052,622465
2022-12-07,58270.18208148707,622465
2022-12-08,63503.75532105879,622465
2022-12-09,57603.50692049334,622465
2022-12-10,56768.59370994669,622465
2022-12-11,49209.518990856,622465
2022-12-12,55230.09272719252,622465
2022-12-13,58891.04042347982,622465
2022-12-14,58837.96144506341,622465
2022-12-15,64071.5346846303,622465
2022-12-16,58171.286284053116,622465
2022-12-17,57336.37307351029,622465
2022-12-18,49777.29835443603,622465
2022-12-19,55797.87209073741,622465
2022-12-20,59458.819787038774,622465
2022-12-21,59405.740808624,622465
2022-12-22,64639.31404818674,622465
2022-12-23,58739.06564761467,622465
2022-12-24,57904.15243706734,622465
2022-12-25,50345.07771798897,622465
2022-12-26,56365.651454318046,622465
2022-12-27,60026.59915060806,622465
2022-12-28,59973.52017220035,622465
2022-12-29,65207.09341175292,622465
2022-12-30,59306.84501117267,622465
2022-12-01,63602.692434759054,622467
2022-12-02,61273.669480616234,622467
2022-12-03,64536.719455689934,622467
2022-12-04,50279.8733997119,622467
2022-12-05,59730.98522463221,622467
2022-12-06,53080.94286095111,622467
2022-12-07,71252.30855605034,622467
2022-12-08,64146.83943108913,622467
2022-12-09,61817.81647693402,622467
2022-12-10,65080.86645201922,622467
2022-12-11,50824.020396048276,622467
2022-12-12,60275.13222095293,622467
2022-12-13,53625.08985728425,622467
2022-12-14,71796.45555240291,622467
2022-12-15,64690.98642748078,622467
2022-12-16,62361.9634732438,622467
2022-12-17,65625.01344830857,622467
2022-12-18,51368.167392336836,622467
2022-12-19,60819.279217279945,622467
2022-12-20,54169.23685357986,622467
2022-12-21,72340.6025487195,622467
2022-12-22,65235.1334237642,622467
2022-12-23,62906.11046960163,622467
2022-12-24,66169.16044463785,622467
2022-12-25,51912.3143886732,622467
2022-12-26,61363.426213600666,622467
2022-12-27,54713.38384991299,622467
2022-12-28,72884.74954507209,622467
2022-12-29,65779.28042009429,622467
2022-12-30,63450.25746586335,622467
2022-12-01,27135.187103382836,622469
2022-12-02,19301.933224240383,622469
2022-12-03,23441.604572430297,622469
2022-12-04,27046.755900957287,622469
2022-12-05,19939.246171420193,622469
2022-12-06,23509.56134186831,622469
2022-12-07,16105.71568329707,622469
2022-12-08,25941.70386136962,622469
2022-12-09,18108.449982240854,622469
2022-12-10,22248.12133041635,622469
2022-12-11,25853.27265892485,622469
2022-12-12,18745.76292942586,622469
2022-12-13,22316.078099860933,622469
2022-12-14,14912.232441287706,622469
2022-12-15,24748.220619340846,622469
2022-12-16,16914.96674023737,622469
2022-12-17,21054.638088434935,622469
2022-12-18,24659.78941695457,622469
2022-12-19,17552.279687384605,622469
2022-12-20,21122.59485785845,622469
2022-12-21,13718.749199281621,622469
2022-12-22,23554.737377344736,622469
2022-12-23,15721.483498206331,622469
2022-12-24,19861.15484642098,622469
2022-12-25,23466.306174922123,622469
2022-12-26,16358.796445390268,622469
2022-12-27,19929.111615851074,622469
2022-12-28,12525.26595727226,622469
2022-12-29,22361.254135331525,622469
2022-12-30,14528.000256230398,622469
2022-12-01,32358.588506483484,622475
2022-12-02,27463.812708449837,622475
2022-12-03,28561.813573999858,622475
2022-12-04,36864.09580120919,622475
2022-12-05,35221.217565577805,622475
2022-12-06,22874.231798238914,622475
2022-12-07,38655.09127604849,622475
2022-12-08,31599.209367977463,622475
2022-12-09,26704.433569960966,622475
2022-12-10,27802.434435511408,622475
2022-12-11,36104.716662728606,622475
2022-12-12,34461.83842705114,622475
2022-12-13,22114.85265973553,622475
2022-12-14,37895.71213755451,622475
2022-12-15,30839.830229522144,622475
2022-12-16,25945.054431447334,622475
2022-12-17,27043.055296994065,622475
2022-12-18,35345.33752419395,622475
2022-12-19,33702.45928856413,622475
2022-12-20,21355.4735212209,622475
2022-12-21,37136.33299905636,622475
2022-12-22,30080.451090999934,622475
2022-12-23,25185.675292958713,622475
2022-12-24,26283.67615850561,622475
2022-12-25,34585.95838571337,622475
2022-12-26,32943.080150037466,622475
2022-12-27,20596.09438271752,622475
2022-12-28,36376.95386056237,622475
2022-12-29,29321.07195249391,622475
2022-12-30,24426.29615442006,622475
2022-12-01,146618.05391086772,622478
2022-12-02,80319.98482103512,622478
2022-12-03,80316.43506464631,622478
2022-12-04,121197.35566503927,622478
2022-12-05,116296.54093349661,622478
2022-12-06,113794.22666601797,622478
2022-12-07,92884.91282231403,622478
2022-12-08,145219.826696703,622478
2022-12-09,78921.75760706663,622478
2022-12-10,78918.20785048958,622478
2022-12-11,119799.12845082599,622478
2022-12-12,114898.31371941694,622478
2022-12-13,112395.99945187662,622478
2022-12-14,91486.68560819818,622478
2022-12-15,143821.59948253343,622478
2022-12-16,77523.53039291139,622478
2022-12-17,77519.98063646004,622478
2022-12-18,118400.9012368714,622478
2022-12-19,113500.08650512542,622478
2022-12-20,110997.77223779757,622478
2022-12-21,90088.45839407743,622478
2022-12-22,142423.3722684214,622478
2022-12-23,76125.30317865634,622478
2022-12-24,76121.7534223033,622478
2022-12-25,117002.67402265809,622478
2022-12-26,112101.85929104574,622478
2022-12-27,109599.54502365622,622478
2022-12-28,88690.23117996159,622478
2022-12-29,141025.14505425666,622478
2022-12-30,74727.07596460092,622478
2022-12-01,35248.41180930036,622486
2022-12-02,32667.835308026544,622486
2022-12-03,36672.779786999585,622486
2022-12-04,33448.550416643746,622486
2022-12-05,35335.664279915414,622486
2022-12-06,35167.93730786115,622486
2022-12-07,36218.02606880652,622486
2022-12-08,35616.34212677716,622486
2022-12-09,33035.76562549851,622486
2022-12-10,37040.71010447635,622486
2022-12-11,33816.480734115976,622486
2022-12-12,35703.59459739767,622486
2022-12-13,35535.867625340754,622486
2022-12-14,36585.95638629039,622486
2022-12-15,35984.27244427033,622486
2022-12-16,33403.695942973674,622486
2022-12-17,37408.64042195189,622486
2022-12-18,34184.4110515956,622486
2022-12-19,36071.52491486419,622486
2022-12-20,35903.797942813275,622486
2022-12-21,36953.88670376323,622486
2022-12-22,36352.20276173773,622486
2022-12-23,33771.626260454716,622486
2022-12-24,37776.57073942865,622486
2022-12-25,34552.34136906782,622486
2022-12-26,36439.45523234645,622486
2022-12-27,36271.72826029286,622486
2022-12-28,37321.8170212471,622486
2022-12-29,36720.133079214516,622486
2022-12-30,34139.556577924,622486
2022-12-01,54626.97341909453,622489
2022-12-02,53051.41092321518,622489
2022-12-03,67329.26693367306,622489
2022-12-04,56600.89925227158,622489
2022-12-05,56294.63440561567,622489
2022-12-06,52760.65684366076,622489
2022-12-07,49838.360804947086,622489
2022-12-08,53704.74050203586,622489
2022-12-09,52129.17800612097,622489
2022-12-10,66407.03401660832,622489
2022-12-11,55678.66633518793,622489
2022-12-12,55372.401488569354,622489
2022-12-13,51838.42392660276,622489
2022-12-14,48916.12788790249,622489
2022-12-15,52782.50758498893,622489
2022-12-16,51206.945089060304,622489
2022-12-17,65484.801099549135,622489
2022-12-18,54756.4334181407,622489
2022-12-19,54450.1685714685,622489
2022-12-20,50916.191009545684,622489
2022-12-21,47993.89497082942,622489
2022-12-22,51860.27466790988,622489
2022-12-23,50284.71217200788,622489
2022-12-24,64562.56818248441,622489
2022-12-25,53834.20050105707,622489
2022-12-26,53527.93565442218,622489
2022-12-27,49993.95809248767,622489
2022-12-28,47071.662053784814,622489
2022-12-29,50938.0417508512,622489
2022-12-30,49362.47925493896,622489
2022-12-01,29955.04593548817,622496
2022-12-02,31168.397095991448,622496
2022-12-03,44769.17082828836,622496
2022-12-04,45122.974794259106,622496
2022-12-05,18582.537741714626,622496
2022-12-06,30087.10159523632,622496
2022-12-07,30251.807552195336,622496
2022-12-08,29353.913933712676,622496
2022-12-09,30567.265094188395,622496
2022-12-10,44168.03882652518,622496
2022-12-11,44521.84279246615,622496
2022-12-12,17981.40573994893,622496
2022-12-13,29485.969593479786,622496
2022-12-14,29650.675550415406,622496
2022-12-15,28752.78193193465,622496
2022-12-16,29966.13309244314,622496
2022-12-17,43566.90682479216,622496
2022-12-18,43920.71079071444,622496
2022-12-19,17380.273738169235,622496
2022-12-20,28884.837591675263,622496
2022-12-21,29049.54354865691,622496
2022-12-22,28151.649930189767,622496
2022-12-23,29365.001090664155,622496
2022-12-24,42965.77482302898,622496
2022-12-25,43319.578788921484,622496
2022-12-26,16779.14173640354,622496
2022-12-27,28283.705589918725,622496
2022-12-28,28448.411546876978,622496
2022-12-29,27550.517928414272,622496
2022-12-30,28763.869088952622,622496
2022-12-01,96990.80120330554,623319
2022-12-02,115634.64827257313,623319
2022-12-03,149007.83074022163,623319
2022-12-04,146622.17037425638,623319
2022-12-05,107491.57236122839,623319
2022-12-06,99087.58045431998,623319
2022-12-07,99206.17569971984,623319
2022-12-08,97736.66769743516,623319
2022-12-09,116380.51476659089,623319
2022-12-10,149753.69723436635,623319
2022-12-11,147368.03686836016,623319
2022-12-12,108237.43885533871,623319
2022-12-13,99833.44694845178,623319
2022-12-14,99952.04219384209,623319
2022-12-15,98482.53419154393,623319
2022-12-16,117126.38126075109,623319
2022-12-17,150499.56372852242,623319
2022-12-18,148113.9033624776,623319
2022-12-19,108983.30534944704,623319
2022-12-20,100579.31344257412,623319
2022-12-21,100697.90868797446,623319
2022-12-22,99228.40068568673,623319
2022-12-23,117872.24775489766,623319
2022-12-24,151245.43022266714,623319
2022-12-25,148859.76985658135,623319
2022-12-26,109729.17184355736,623319
2022-12-27,101325.17993670591,623319
2022-12-28,101443.77518209671,623319
2022-12-29,99974.26717981636,623319
2022-12-30,118618.11424907146,623319
2022-12-01,7982.376752320844,623320
2022-12-02,24156.01357126792,623320
2022-12-03,22879.24184385647,623320
2022-12-04,905.3880096751309,623320
2022-12-05,8772.038018942883,623320
2022-12-06,15461.732185412555,623320
2022-12-07,21680.11090452107,623320
2022-12-08,4739.640758890193,623320
2022-12-09,20913.27757777946,623320
2022-12-10,19636.505850416404,623320
2022-12-11,-2337.3479837487976,623320
2022-12-12,5529.302025499666,623320
2022-12-13,12218.996191979844,623320
2022-12-14,18437.374911082326,623320
2022-12-15,1496.9047654751557,623320
2022-12-16,17670.54158434186,623320
2022-12-17,16393.769856938372,623320
2022-12-18,-5580.0839772379695,623320
2022-12-19,2286.5660320980896,623320
2022-12-20,8976.26019850815,623320
2022-12-21,15194.638917631542,623320
2022-12-22,-1745.8312279820457,623320
2022-12-23,14427.805590940072,623320
2022-12-24,13151.03386349832,623320
2022-12-25,-8822.819970661898,623320
2022-12-26,-956.1699613451347,623320
2022-12-27,5733.524205075431,623320
2022-12-28,11951.902924192793,623320
2022-12-29,-4988.567221412704,623320
2022-12-30,11185.069597466674,623320
2022-12-01,30943.1970184046,623322
2022-12-02,31510.415081984003,623322
2022-12-03,49994.99622474373,623322
2022-12-04,33079.54956943102,623322
2022-12-05,28139.481200888273,623322
2022-12-06,24864.105211944327,623322
2022-12-07,29490.131838529953,623322
2022-12-08,29596.775944084795,623322
2022-12-09,30163.9940076107,623322
2022-12-10,48648.57515042027,623322
2022-12-11,31733.128495085337,623322
2022-12-12,26793.06012657562,623322
2022-12-13,23517.684137629887,623322
2022-12-14,28143.710764228807,623322
2022-12-15,28250.35486979415,623322
2022-12-16,28817.572933289324,623322
2022-12-17,47302.154076092134,623322
2022-12-18,30386.707420760493,623322
2022-12-19,25446.639052216018,623322
2022-12-20,22171.26306328889,623322
2022-12-21,26797.289689893685,623322
2022-12-22,26903.933795445027,623322
2022-12-23,27471.151858986817,623322
2022-12-24,45955.73300176868,623322
2022-12-25,29040.28634641481,623322
2022-12-26,24100.217977903358,623322
2022-12-27,20824.84198897446,623322
2022-12-28,25450.868615592535,623322
2022-12-29,25557.512721125215,623322
2022-12-30,26124.730784646545,623322
2022-12-01,23258.451355631598,623324
2022-12-02,38438.835913489995,623324
2022-12-03,23843.821051780513,623324
2022-12-04,11664.921347302938,623324
2022-12-05,27855.20820910822,623324
2022-12-06,67418.407529918,623324
2022-12-07,27108.483265210532,623324
2022-12-08,19934.726550054547,623324
2022-12-09,35115.11110788789,623324
2022-12-10,20520.096246174653,623324
2022-12-11,8341.196541706357,623324
2022-12-12,24531.4834035759,623324
2022-12-13,64094.682724339,623324
2022-12-14,23784.75845958513,623324
2022-12-15,16611.001744390058,623324
2022-12-16,31791.38630233528,623324
2022-12-17,17196.371440615676,623324
2022-12-18,5017.471736174055,623324
2022-12-19,21207.758598021534,623324
2022-12-20,60770.95791877486,623324
2022-12-21,20461.03365399285,623324
2022-12-22,13287.276938860447,623324
2022-12-23,28467.661496730325,623324
2022-12-24,13872.646635009825,623324
2022-12-25,1693.7469305774691,623324
2022-12-26,17884.033792489197,623324
2022-12-27,57447.23311319585,623324
2022-12-28,17137.308848367455,623324
2022-12-29,9963.552133283396,623324
2022-12-30,25143.936691230065,623324
2022-12-01,24663.52755079847,623325
2022-12-02,6841.0726752236515,623325
2022-12-03,22755.96495026219,623325
2022-12-04,8012.250521506852,623325
2022-12-05,10938.773744781138,623325
2022-12-06,10273.595009955541,623325
2022-12-07,23103.49567590956,623325
2022-12-08,21887.27179170191,623325
2022-12-09,4064.8169161245023,623325
2022-12-10,19979.709191169444,623325
2022-12-11,5235.994762390837,623325
2022-12-12,8162.517985708466,623325
2022-12-13,7497.339250879049,623325
2022-12-14,20327.23991685299,623325
2022-12-15,19111.016032693544,623325
2022-12-16,1288.561157020078,623325
2022-12-17,17203.453432071386,623325
2022-12-18,2459.7390033077245,623325
2022-12-19,5386.262226565937,623325
2022-12-20,4721.083491744881,623325
2022-12-21,17550.984157747545,623325
2022-12-22,16334.76027355544,623325
2022-12-23,-1487.6946020583491,623325
2022-12-24,14427.197672978626,623325
2022-12-25,-316.5167558082758,623325
2022-12-26,2610.0064674932655,623325
2022-12-27,1944.8277326683892,623325
2022-12-28,14774.72839869096,623325
2022-12-29,13558.50451445888,623325
2022-12-30,-4263.950361188778,623325
2022-12-01,21088.749464207853,623326
2022-12-02,24577.64010815863,623326
2022-12-03,36793.805859282234,623326
2022-12-04,18402.71517695473,623326
2022-12-05,32203.360336644917,623326
2022-12-06,19585.181386422948,623326
2022-12-07,22894.38347764615,623326
2022-12-08,19958.621420825926,623326
2022-12-09,23447.512064724786,623326
2022-12-10,35663.67781588921,623326
2022-12-11,17272.587133560533,623326
2022-12-12,31073.232293260036,623326
2022-12-13,18455.053343031228,623326
2022-12-14,21764.25543428352,623326
2022-12-15,18828.49337747794,623326
2022-12-16,22317.384021321275,623326
2022-12-17,34533.54977246476,623326
2022-12-18,16142.459090148654,623326
2022-12-19,29943.104249844153,623326
2022-12-20,17324.925299650247,623326
2022-12-21,20634.12739087013,623326
2022-12-22,17698.365334041322,623326
2022-12-23,21187.255977965542,623326
2022-12-24,33403.42172907172,623326
2022-12-25,15012.331046754463,623326
2022-12-26,28812.976206459258,623326
2022-12-27,16194.797256258516,623326
2022-12-28,19503.999347507495,623326
2022-12-29,16568.237290659396,623326
2022-12-30,20057.127934514236,623326
2022-12-01,21556.625481767067,623376
2022-12-02,23809.316111306256,623376
2022-12-03,37728.15114123857,623376
2022-12-04,21975.021125879004,623376
2022-12-05,23110.31510195616,623376
2022-12-06,23719.860913272394,623376
2022-12-07,21204.290993158294,623376
2022-12-08,20697.38131383598,623376
2022-12-09,22950.071943326602,623376
2022-12-10,36868.90697329939,623376
2022-12-11,21115.77695792373,623376
2022-12-12,22251.070934037285,623376
2022-12-13,22860.61674534317,623376
2022-12-14,20345.04682523778,623376
2022-12-15,19838.13714591917,623376
2022-12-16,22090.827775394475,623376
2022-12-17,36009.6628053603,623376
2022-12-18,20256.53278999413,623376
2022-12-19,21391.826766072332,623376
2022-12-20,22001.372577402257,623376
2022-12-21,19485.802657288623,623376
2022-12-22,18978.89297796516,623376
2022-12-23,21231.58360747501,623376
2022-12-24,35150.41863742112,623376
2022-12-25,19397.288622038857,623376
2022-12-26,20532.582598153458,623376
2022-12-27,21142.128409473033,623376
2022-12-28,18626.558489368108,623376
2022-12-29,18119.648810034065,623376
2022-12-30,20372.339439530213,623376
2022-12-01,196617.10407933925,625032
2022-12-02,201790.33224863204,625032
2022-12-03,195293.87677802032,625032
2022-12-04,206318.1878185544,625032
2022-12-05,197753.48457605578,625032
2022-12-06,181517.4439902716,625032
2022-12-07,197090.99435637041,625032
2022-12-08,197629.79084327747,625032
2022-12-09,202803.01901258386,625032
2022-12-10,196306.5635419691,625032
2022-12-11,207330.87458251909,625032
2022-12-12,198766.1713399539,625032
2022-12-13,182530.13075420007,625032
2022-12-14,198103.6811203062,625032
2022-12-15,198642.47760720947,625032
2022-12-16,203815.70577651294,625032
2022-12-17,197319.25030588952,625032
2022-12-18,208343.5613464137,625032
2022-12-19,199778.8581039216,625032
2022-12-20,183542.81751814004,625032
2022-12-21,199116.36788425702,625032
2022-12-22,199655.16437114708,625032
2022-12-23,204828.392540458,625032
2022-12-24,198331.9370698383,625032
2022-12-25,209356.24811037836,625032
2022-12-26,200791.5448678198,625032
2022-12-27,184555.5042820685,625032
2022-12-28,200129.05464819283,625032
2022-12-29,200667.8511350853,625032
2022-12-30,205841.07930437106,625032
2022-12-01,89273.76035522956,625034
2022-12-02,87638.08721778424,625034
2022-12-03,74144.4869653233,625034
2022-12-04,89250.95204311199,625034
2022-12-05,86205.49924053358,625034
2022-12-06,86858.02110466114,625034
2022-12-07,94829.68574247298,625034
2022-12-08,90442.20271604779,625034
2022-12-09,88806.52957864883,625034
2022-12-10,75312.92932615464,625034
2022-12-11,90419.39440396128,625034
2022-12-12,87373.94160133513,625034
